# ------------------------------------------------------------------
# Title: Relative CPU Performance Data 
# 
# Source Information
#   -- Creators: Phillip Ein-Dor and Jacob Feldmesser
#     -- Ein-Dor: Faculty of Management; Tel Aviv University; Ramat-Aviv; 
#        Tel Aviv, 69978; Israel
#   -- Donor: David W. Aha (aha@ics.uci.edu) (714) 856-8779   
#   -- Date: October, 1987
#
# Column description:
#   1. MYCT: machine cycle time in nanoseconds (integer)
#   2. MMIN: minimum main memory in kilobytes (integer)
#   3. MMAX: maximum main memory in kilobytes (integer)
#   4. CACH: cache memory in kilobytes (integer)
#   5. CHMIN: minimum channels in units (integer)
#   6. CHMAX: maximum channels in units (integer)
#   7. ERP: estimated relative performance from the original article (integer)
#   8. PRP: published relative performance (integer)
# Attributes: 1-6
# Regression guess: 7
# Goal field: 8
#
# Summary Statistics:
#	         Min  Max   Mean    SD      PRP Correlation
#   MCYT:   17   1500  203.8   260.3   -0.3071
#   MMIN:   64   32000 2868.0  3878.7   0.7949
#   MMAX:   64   64000 11796.1 11726.6  0.8630
#   CACH:   0    256   25.2    40.6     0.6626
#   CHMIN:  0    52    4.7     6.8      0.6089
#   CHMAX:  0    176   18.2    26.0     0.6052
#   ERP:   15    1238  99.3    154.8    0.9665
#   PRP:    6    1150  105.6   160.8    1.0000
# -------------------------------------------------------------------
50,4000,16000,64,5,10,119,111
72,4000,16000,64,8,16,120,143
72,2000,8000,16,6,8,48,105
40,8000,16000,32,8,16,126,214
40,8000,32000,64,8,24,266,277
35,8000,32000,64,8,24,270,370
38,16000,32000,128,16,32,426,510
48,4000,24000,32,8,24,151,214
38,8000,32000,64,8,24,267,326
30,16000,32000,256,16,24,603,510
112,1000,1000,0,1,4,19,8
84,1000,2000,0,1,6,21,12
56,1000,4000,0,1,6,26,17
56,2000,6000,0,1,8,35,21
56,2000,8000,0,1,8,41,24
56,4000,8000,0,1,8,47,34
56,4000,12000,0,1,8,62,42
56,4000,16000,0,1,8,78,46
38,4000,8000,32,16,32,80,51
38,4000,8000,32,16,32,80,116
38,8000,16000,64,4,8,142,100
38,8000,24000,160,4,8,281,140
38,4000,16000,128,16,32,190,212
200,1000,2000,0,1,2,21,25
200,1000,4000,0,1,4,25,30
200,2000,8000,64,1,5,67,41
250,512,4000,0,1,7,24,25
250,512,4000,0,4,7,24,50
250,1000,16000,1,1,8,64,50
160,512,4000,2,1,5,25,30
160,512,2000,2,3,8,20,32
160,1000,4000,8,1,14,29,38
160,1000,8000,16,1,14,43,60
160,2000,8000,32,1,13,53,109
240,512,1000,8,1,3,19,6
240,512,2000,8,1,5,22,11
105,2000,4000,8,3,8,31,22
105,2000,6000,16,6,16,41,33
105,2000,8000,16,4,14,47,58
52,4000,16000,32,4,12,99,130
70,4000,12000,8,6,8,67,75
59,4000,12000,32,6,12,81,113
59,8000,16000,64,12,24,149,188
26,8000,24000,32,8,16,183,173
26,8000,32000,64,12,16,275,248
26,8000,32000,128,24,32,382,405
116,2000,8000,32,5,28,56,70
50,2000,32000,24,6,26,182,114
50,2000,32000,48,26,52,227,208
50,2000,32000,112,52,104,341,307
50,4000,32000,112,52,104,360,397
30,8000,64000,96,12,176,919,915
30,8000,64000,128,12,176,978,1150
180,262,4000,0,1,3,24,12
180,512,4000,0,1,3,24,14
180,262,4000,0,1,3,24,18
180,512,4000,0,1,3,24,21
124,1000,8000,0,1,8,37,42
98,1000,8000,32,2,8,50,46
125,2000,8000,0,2,14,41,52
480,512,8000,32,0,0,47,67
480,1000,4000,0,0,0,25,45
